Time,VAV WITH PFP BOXES AND REHEAT:DesPer 1:Des Heat Mass Flow [kg/s],VAV WITH PFP BOXES AND REHEAT:DesPer 1:Des Heat Cap [W],VAV WITH PFP BOXES AND REHEAT:DesPer 1:Des Cool Mass Flow [kg/s],VAV WITH PFP BOXES AND REHEAT:DesPer 1:Des Sens Cool Cap [W],VAV WITH PFP BOXES AND REHEAT:DesPer 1:Des Tot Cool Cap [W],VAV WITH PFP BOXES AND REHEAT 1:DesPer 1:Des Heat Mass Flow [kg/s],VAV WITH PFP BOXES AND REHEAT 1:DesPer 1:Des Heat Cap [W],VAV WITH PFP BOXES AND REHEAT 1:DesPer 1:Des Cool Mass Flow [kg/s],VAV WITH PFP BOXES AND REHEAT 1:DesPer 1:Des Sens Cool Cap [W],VAV WITH PFP BOXES AND REHEAT 1:DesPer 1:Des Tot Cool Cap [W],VAV WITH PFP BOXES AND REHEAT 2:DesPer 1:Des Heat Mass Flow [kg/s],VAV WITH PFP BOXES AND REHEAT 2:DesPer 1:Des Heat Cap [W],VAV WITH PFP BOXES AND REHEAT 2:DesPer 1:Des Cool Mass Flow [kg/s],VAV WITH PFP BOXES AND REHEAT 2:DesPer 1:Des Sens Cool Cap [W],VAV WITH PFP BOXES AND REHEAT 2:DesPer 1:Des Tot Cool Cap [W],VAV WITH PFP BOXES AND REHEAT 3:DesPer 1:Des Heat Mass Flow [kg/s],VAV WITH PFP BOXES AND REHEAT 3:DesPer 1:Des Heat Cap [W],VAV WITH PFP BOXES AND REHEAT 3:DesPer 1:Des Cool Mass Flow [kg/s],VAV WITH PFP BOXES AND REHEAT 3:DesPer 1:Des Sens Cool Cap [W],VAV WITH PFP BOXES AND REHEAT 3:DesPer 1:Des Tot Cool Cap [W],VAV WITH PFP BOXES AND REHEAT 4:DesPer 1:Des Heat Mass Flow [kg/s],VAV WITH PFP BOXES AND REHEAT 4:DesPer 1:Des Heat Cap [W],VAV WITH PFP BOXES AND REHEAT 4:DesPer 1:Des Cool Mass Flow [kg/s],VAV WITH PFP BOXES AND REHEAT 4:DesPer 1:Des Sens Cool Cap [W],VAV WITH PFP BOXES AND REHEAT 4:DesPer 1:Des Tot Cool Cap [W],VAV WITH PFP BOXES AND REHEAT 5:DesPer 1:Des Heat Mass Flow [kg/s],VAV WITH PFP BOXES AND REHEAT 5:DesPer 1:Des Heat Cap [W],VAV WITH PFP BOXES AND REHEAT 5:DesPer 1:Des Cool Mass Flow [kg/s],VAV WITH PFP BOXES AND REHEAT 5:DesPer 1:Des Sens Cool Cap [W],VAV WITH PFP BOXES AND REHEAT 5:DesPer 1:Des Tot Cool Cap [W]
05:36:00,6.722861E-01,0.000000E+00,6.722861E-01,8.251197E+03,1.854363E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.513873E+04,3.402256E+04,6.189474E-01,0.000000E+00,6.189474E-01,7.596554E+03,1.707239E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.497895E+03,3.366348E+03,4.010298E-01,0.000000E+00,4.010298E-01,4.921977E+03,1.106158E+04,3.975013E-01,0.000000E+00,3.975013E-01,4.878670E+03,1.096425E+04
05:39:00,6.722861E-01,0.000000E+00,6.722861E-01,8.257615E+03,1.855022E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.515050E+04,3.403466E+04,6.189474E-01,0.000000E+00,6.189474E-01,7.602463E+03,1.707846E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.499060E+03,3.367545E+03,4.010298E-01,0.000000E+00,4.010298E-01,4.925805E+03,1.106551E+04,3.975013E-01,0.000000E+00,3.975013E-01,4.882464E+03,1.096815E+04
05:42:00,6.722861E-01,0.000000E+00,6.722861E-01,8.264033E+03,1.855680E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.516228E+04,3.404673E+04,6.189474E-01,0.000000E+00,6.189474E-01,7.608371E+03,1.708452E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.500225E+03,3.368740E+03,4.010298E-01,0.000000E+00,4.010298E-01,4.929633E+03,1.106944E+04,3.975013E-01,0.000000E+00,3.975013E-01,4.886259E+03,1.097204E+04
05:45:00,6.722861E-01,0.000000E+00,6.722861E-01,8.270451E+03,1.856339E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.517405E+04,3.405883E+04,6.189474E-01,0.000000E+00,6.189474E-01,7.614280E+03,1.709059E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.501390E+03,3.369937E+03,4.010298E-01,0.000000E+00,4.010298E-01,4.933462E+03,1.107337E+04,3.975013E-01,0.000000E+00,3.975013E-01,4.890053E+03,1.097594E+04
05:48:00,6.722861E-01,0.000000E+00,6.722861E-01,8.276868E+03,1.856998E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.518582E+04,3.407091E+04,6.189474E-01,0.000000E+00,6.189474E-01,7.620188E+03,1.709665E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.502555E+03,3.371132E+03,4.010298E-01,0.000000E+00,4.010298E-01,4.937290E+03,1.107730E+04,3.975013E-01,0.000000E+00,3.975013E-01,4.893848E+03,1.097984E+04
05:51:00,6.722861E-01,0.000000E+00,6.722861E-01,8.283286E+03,1.857657E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.519760E+04,3.408301E+04,6.189474E-01,0.000000E+00,6.189474E-01,7.626097E+03,1.710272E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.503720E+03,3.372329E+03,4.010298E-01,0.000000E+00,4.010298E-01,4.941118E+03,1.108123E+04,3.975013E-01,0.000000E+00,3.975013E-01,4.897643E+03,1.098373E+04
05:54:00,6.722861E-01,0.000000E+00,6.722861E-01,8.289704E+03,1.858316E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.520937E+04,3.409510E+04,6.189474E-01,0.000000E+00,6.189474E-01,7.632006E+03,1.710879E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.504885E+03,3.373526E+03,4.010298E-01,0.000000E+00,4.010298E-01,4.944947E+03,1.108517E+04,3.975013E-01,0.000000E+00,3.975013E-01,4.901437E+03,1.098763E+04
05:57:00,6.722861E-01,0.000000E+00,6.722861E-01,8.296122E+03,1.858975E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.522115E+04,3.410718E+04,6.189474E-01,0.000000E+00,6.189474E-01,7.637914E+03,1.711485E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.506050E+03,3.374721E+03,4.010298E-01,0.000000E+00,4.010298E-01,4.948775E+03,1.108909E+04,3.975013E-01,0.000000E+00,3.975013E-01,4.905232E+03,1.099152E+04
06:00:00,6.722861E-01,0.000000E+00,6.722861E-01,8.302539E+03,1.859634E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.523292E+04,3.411928E+04,6.189474E-01,0.000000E+00,6.189474E-01,7.643823E+03,1.712092E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.507215E+03,3.375918E+03,4.010298E-01,0.000000E+00,4.010298E-01,4.952603E+03,1.109303E+04,3.975013E-01,0.000000E+00,3.975013E-01,4.909026E+03,1.099542E+04
06:03:00,6.722861E-01,0.000000E+00,6.722861E-01,8.325002E+03,1.861940E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.527414E+04,3.416159E+04,6.189474E-01,0.000000E+00,6.189474E-01,7.664503E+03,1.714215E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.511293E+03,3.380104E+03,4.010298E-01,0.000000E+00,4.010298E-01,4.966002E+03,1.110678E+04,3.975013E-01,0.000000E+00,3.975013E-01,4.922308E+03,1.100906E+04
06:06:00,6.722861E-01,0.000000E+00,6.722861E-01,8.347464E+03,1.864246E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.531535E+04,3.420390E+04,6.189474E-01,0.000000E+00,6.189474E-01,7.685183E+03,1.716338E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.515371E+03,3.384291E+03,4.010298E-01,0.000000E+00,4.010298E-01,4.979401E+03,1.112054E+04,3.975013E-01,0.000000E+00,3.975013E-01,4.935589E+03,1.102269E+04
06:09:00,6.722861E-01,0.000000E+00,6.722861E-01,8.369926E+03,1.866552E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.535656E+04,3.424621E+04,6.189474E-01,0.000000E+00,6.189474E-01,7.705863E+03,1.718462E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.519449E+03,3.388477E+03,4.010298E-01,0.000000E+00,4.010298E-01,4.992800E+03,1.113430E+04,3.975013E-01,0.000000E+00,3.975013E-01,4.948870E+03,1.103633E+04
06:12:00,6.722861E-01,0.000000E+00,6.722861E-01,8.392388E+03,1.868858E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.539777E+04,3.428852E+04,6.189474E-01,0.000000E+00,6.189474E-01,7.726543E+03,1.720585E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.523526E+03,3.392663E+03,4.010298E-01,0.000000E+00,4.010298E-01,5.006199E+03,1.114805E+04,3.975013E-01,0.000000E+00,3.975013E-01,4.962151E+03,1.104996E+04
06:15:00,6.722861E-01,0.000000E+00,6.722861E-01,8.414850E+03,1.871164E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.543898E+04,3.433083E+04,6.189474E-01,0.000000E+00,6.189474E-01,7.747223E+03,1.722708E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.527604E+03,3.396850E+03,4.010298E-01,0.000000E+00,4.010298E-01,5.019598E+03,1.116181E+04,3.975013E-01,0.000000E+00,3.975013E-01,4.975432E+03,1.106360E+04
06:18:00,6.722861E-01,0.000000E+00,6.722861E-01,8.437312E+03,1.873470E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.548020E+04,3.437314E+04,6.189474E-01,0.000000E+00,6.189474E-01,7.767903E+03,1.724831E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.531682E+03,3.401036E+03,4.010298E-01,0.000000E+00,4.010298E-01,5.032997E+03,1.117556E+04,3.975013E-01,0.000000E+00,3.975013E-01,4.988713E+03,1.107723E+04
06:21:00,6.722861E-01,0.000000E+00,6.722861E-01,8.459774E+03,1.875777E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.552141E+04,3.441545E+04,6.189474E-01,0.000000E+00,6.189474E-01,7.788583E+03,1.726954E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.535759E+03,3.405223E+03,4.010298E-01,0.000000E+00,4.010298E-01,5.046396E+03,1.118932E+04,3.975013E-01,0.000000E+00,3.975013E-01,5.001994E+03,1.109087E+04
06:24:00,6.722861E-01,0.000000E+00,6.722861E-01,8.482236E+03,1.878083E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.556262E+04,3.445776E+04,6.189474E-01,0.000000E+00,6.189474E-01,7.809263E+03,1.729077E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.539837E+03,3.409409E+03,4.010298E-01,0.000000E+00,4.010298E-01,5.059795E+03,1.120308E+04,3.975013E-01,0.000000E+00,3.975013E-01,5.015276E+03,1.110450E+04
06:27:00,6.722861E-01,0.000000E+00,6.722861E-01,8.504698E+03,1.880389E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.560383E+04,3.450007E+04,6.189474E-01,0.000000E+00,6.189474E-01,7.829943E+03,1.731200E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.543915E+03,3.413595E+03,4.010298E-01,0.000000E+00,4.010298E-01,5.073194E+03,1.121683E+04,3.975013E-01,0.000000E+00,3.975013E-01,5.028557E+03,1.111814E+04
06:30:00,6.722861E-01,0.000000E+00,6.722861E-01,8.527161E+03,1.882695E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.564504E+04,3.454238E+04,6.189474E-01,0.000000E+00,6.189474E-01,7.850623E+03,1.733323E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.547992E+03,3.417781E+03,4.010298E-01,0.000000E+00,4.010298E-01,5.086593E+03,1.123059E+04,3.975013E-01,0.000000E+00,3.975013E-01,5.041838E+03,1.113177E+04
06:33:00,6.722861E-01,0.000000E+00,6.722861E-01,8.549623E+03,1.885002E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.568626E+04,3.458471E+04,6.189474E-01,0.000000E+00,6.189474E-01,7.871303E+03,1.735447E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.552070E+03,3.421970E+03,4.010298E-01,0.000000E+00,4.010298E-01,5.099992E+03,1.124435E+04,3.975013E-01,0.000000E+00,3.975013E-01,5.055119E+03,1.114541E+04
06:36:00,6.722861E-01,0.000000E+00,6.722861E-01,8.572085E+03,1.887308E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.572747E+04,3.462702E+04,6.189474E-01,0.000000E+00,6.189474E-01,7.891983E+03,1.737570E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.556148E+03,3.426156E+03,4.010298E-01,0.000000E+00,4.010298E-01,5.113391E+03,1.125811E+04,3.975013E-01,0.000000E+00,3.975013E-01,5.068400E+03,1.115905E+04
06:39:00,6.722861E-01,0.000000E+00,6.722861E-01,8.594547E+03,1.889614E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.576868E+04,3.466933E+04,6.189474E-01,0.000000E+00,6.189474E-01,7.912663E+03,1.739694E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.560226E+03,3.430343E+03,4.010298E-01,0.000000E+00,4.010298E-01,5.126790E+03,1.127186E+04,3.975013E-01,0.000000E+00,3.975013E-01,5.081681E+03,1.117268E+04
06:42:00,6.722861E-01,0.000000E+00,6.722861E-01,8.617009E+03,1.891920E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.580989E+04,3.471164E+04,6.189474E-01,0.000000E+00,6.189474E-01,7.933343E+03,1.741817E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.564303E+03,3.434529E+03,4.010298E-01,0.000000E+00,4.010298E-01,5.140190E+03,1.128562E+04,3.975013E-01,0.000000E+00,3.975013E-01,5.094962E+03,1.118632E+04
06:45:00,6.722861E-01,0.000000E+00,6.722861E-01,8.639471E+03,1.894226E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.585110E+04,3.475395E+04,6.189474E-01,0.000000E+00,6.189474E-01,7.954023E+03,1.743940E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.568381E+03,3.438715E+03,4.010298E-01,0.000000E+00,4.010298E-01,5.153589E+03,1.129937E+04,3.975013E-01,0.000000E+00,3.975013E-01,5.108243E+03,1.119995E+04
06:48:00,6.722861E-01,0.000000E+00,6.722861E-01,8.661933E+03,1.896532E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.589232E+04,3.479626E+04,6.189474E-01,0.000000E+00,6.189474E-01,7.974703E+03,1.746063E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.572459E+03,3.442902E+03,4.010298E-01,0.000000E+00,4.010298E-01,5.166988E+03,1.131313E+04,3.975013E-01,0.000000E+00,3.975013E-01,5.121525E+03,1.121359E+04
06:51:00,6.722861E-01,0.000000E+00,6.722861E-01,8.684395E+03,1.898838E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.593353E+04,3.483857E+04,6.189474E-01,0.000000E+00,6.189474E-01,7.995383E+03,1.748186E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.576536E+03,3.447088E+03,4.010298E-01,0.000000E+00,4.010298E-01,5.180387E+03,1.132689E+04,3.975013E-01,0.000000E+00,3.975013E-01,5.134806E+03,1.122722E+04
06:54:00,6.722861E-01,0.000000E+00,6.722861E-01,8.706858E+03,1.901144E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.597474E+04,3.488088E+04,6.189474E-01,0.000000E+00,6.189474E-01,8.016063E+03,1.750309E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.580614E+03,3.451274E+03,4.010298E-01,0.000000E+00,4.010298E-01,5.193786E+03,1.134064E+04,3.975013E-01,0.000000E+00,3.975013E-01,5.148087E+03,1.124086E+04
06:57:00,6.722861E-01,0.000000E+00,6.722861E-01,8.729320E+03,1.903450E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.601595E+04,3.492319E+04,6.189474E-01,0.000000E+00,6.189474E-01,8.036743E+03,1.752432E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.584692E+03,3.455460E+03,4.010298E-01,0.000000E+00,4.010298E-01,5.207185E+03,1.135440E+04,3.975013E-01,0.000000E+00,3.975013E-01,5.161368E+03,1.125449E+04
07:00:00,6.722861E-01,0.000000E+00,6.722861E-01,8.751782E+03,1.905757E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.605716E+04,3.496550E+04,6.189474E-01,0.000000E+00,6.189474E-01,8.057423E+03,1.754555E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.588769E+03,3.459647E+03,4.010298E-01,0.000000E+00,4.010298E-01,5.220584E+03,1.136816E+04,3.975013E-01,0.000000E+00,3.975013E-01,5.174649E+03,1.126813E+04
07:03:00,6.722861E-01,0.000000E+00,6.722861E-01,8.806333E+03,1.911357E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.615725E+04,3.506826E+04,6.189474E-01,0.000000E+00,6.189474E-01,8.107645E+03,1.759712E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.598672E+03,3.469814E+03,4.010298E-01,0.000000E+00,4.010298E-01,5.253124E+03,1.140156E+04,3.975013E-01,0.000000E+00,3.975013E-01,5.206903E+03,1.130124E+04
07:06:00,6.722861E-01,0.000000E+00,6.722861E-01,8.860883E+03,1.916958E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.625734E+04,3.517101E+04,6.189474E-01,0.000000E+00,6.189474E-01,8.157868E+03,1.764868E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.608575E+03,3.479982E+03,4.010298E-01,0.000000E+00,4.010298E-01,5.285665E+03,1.143497E+04,3.975013E-01,0.000000E+00,3.975013E-01,5.239157E+03,1.133436E+04
07:09:00,6.722861E-01,0.000000E+00,6.722861E-01,8.915434E+03,1.922558E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.635742E+04,3.527377E+04,6.189474E-01,0.000000E+00,6.189474E-01,8.208091E+03,1.770024E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.618478E+03,3.490149E+03,4.010298E-01,0.000000E+00,4.010298E-01,5.318205E+03,1.146838E+04,3.975013E-01,0.000000E+00,3.975013E-01,5.271412E+03,1.136747E+04
07:12:00,6.722861E-01,0.000000E+00,6.722861E-01,8.969985E+03,1.928159E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.645751E+04,3.537652E+04,6.189474E-01,0.000000E+00,6.189474E-01,8.258314E+03,1.775180E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.628381E+03,3.500316E+03,4.010298E-01,0.000000E+00,4.010298E-01,5.350746E+03,1.150179E+04,3.975013E-01,0.000000E+00,3.975013E-01,5.303666E+03,1.140059E+04
07:15:00,6.722861E-01,0.000000E+00,6.722861E-01,9.024536E+03,1.933760E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.655759E+04,3.547928E+04,6.189474E-01,0.000000E+00,6.189474E-01,8.308537E+03,1.780337E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.638284E+03,3.510483E+03,4.010298E-01,0.000000E+00,4.010298E-01,5.383286E+03,1.153520E+04,3.975013E-01,0.000000E+00,3.975013E-01,5.335920E+03,1.143370E+04
07:18:00,6.722861E-01,0.000000E+00,6.722861E-01,9.079087E+03,1.939360E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.665768E+04,3.558204E+04,6.189474E-01,0.000000E+00,6.189474E-01,8.358760E+03,1.785493E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.648187E+03,3.520650E+03,4.010298E-01,0.000000E+00,4.010298E-01,5.415827E+03,1.156861E+04,3.975013E-01,0.000000E+00,3.975013E-01,5.368174E+03,1.146682E+04
07:21:00,6.722861E-01,0.000000E+00,6.722861E-01,9.133638E+03,1.944961E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.675777E+04,3.568479E+04,6.189474E-01,0.000000E+00,6.189474E-01,8.408982E+03,1.790649E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.658090E+03,3.530817E+03,4.010298E-01,0.000000E+00,4.010298E-01,5.448367E+03,1.160202E+04,3.975013E-01,0.000000E+00,3.975013E-01,5.400428E+03,1.149993E+04
07:24:00,6.722861E-01,0.000000E+00,6.722861E-01,9.188189E+03,1.950561E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.685785E+04,3.578755E+04,6.189474E-01,0.000000E+00,6.189474E-01,8.459205E+03,1.795805E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.667993E+03,3.540984E+03,4.010298E-01,0.000000E+00,4.010298E-01,5.480908E+03,1.163542E+04,3.975013E-01,0.000000E+00,3.975013E-01,5.432683E+03,1.153305E+04
07:27:00,6.722861E-01,0.000000E+00,6.722861E-01,9.242739E+03,1.956162E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.695794E+04,3.589031E+04,6.189474E-01,0.000000E+00,6.189474E-01,8.509428E+03,1.800962E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.677896E+03,3.551152E+03,4.010298E-01,0.000000E+00,4.010298E-01,5.513448E+03,1.166883E+04,3.975013E-01,0.000000E+00,3.975013E-01,5.464937E+03,1.156616E+04
07:30:00,6.722861E-01,0.000000E+00,6.722861E-01,9.297290E+03,1.961764E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.705802E+04,3.599308E+04,6.189474E-01,0.000000E+00,6.189474E-01,8.559651E+03,1.806119E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.687799E+03,3.561321E+03,4.010298E-01,0.000000E+00,4.010298E-01,5.545989E+03,1.170225E+04,3.975013E-01,0.000000E+00,3.975013E-01,5.497191E+03,1.159928E+04
07:33:00,6.722861E-01,0.000000E+00,6.722861E-01,9.351841E+03,1.967364E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.715811E+04,3.609584E+04,6.189474E-01,0.000000E+00,6.189474E-01,8.609874E+03,1.811275E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.697702E+03,3.571488E+03,4.010298E-01,0.000000E+00,4.010298E-01,5.578529E+03,1.173566E+04,3.975013E-01,0.000000E+00,3.975013E-01,5.529445E+03,1.163240E+04
07:36:00,6.722861E-01,0.000000E+00,6.722861E-01,9.406392E+03,1.972965E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.725820E+04,3.619859E+04,6.189474E-01,0.000000E+00,6.189474E-01,8.660097E+03,1.816431E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.707605E+03,3.581655E+03,4.010298E-01,0.000000E+00,4.010298E-01,5.611070E+03,1.176906E+04,3.975013E-01,0.000000E+00,3.975013E-01,5.561699E+03,1.166551E+04
07:39:00,6.722861E-01,0.000000E+00,6.722861E-01,9.460943E+03,1.978566E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.735828E+04,3.630135E+04,6.189474E-01,0.000000E+00,6.189474E-01,8.710319E+03,1.821588E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.717508E+03,3.591822E+03,4.010298E-01,0.000000E+00,4.010298E-01,5.643610E+03,1.180247E+04,3.975013E-01,0.000000E+00,3.975013E-01,5.593953E+03,1.169863E+04
07:42:00,6.722861E-01,0.000000E+00,7.199711E-01,1.019042E+04,2.124902E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.745837E+04,3.640411E+04,6.189474E-01,0.000000E+00,6.189474E-01,8.760542E+03,1.826744E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.727411E+03,3.601989E+03,4.010298E-01,0.000000E+00,4.010298E-01,5.676151E+03,1.183588E+04,3.975013E-01,0.000000E+00,3.975013E-01,5.626208E+03,1.173174E+04
07:45:00,6.722861E-01,0.000000E+00,7.624010E-01,1.085284E+04,2.256480E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.755845E+04,3.650686E+04,6.189474E-01,0.000000E+00,6.189474E-01,8.810765E+03,1.831900E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.737314E+03,3.612157E+03,4.010298E-01,0.000000E+00,4.010298E-01,5.708691E+03,1.186929E+04,3.975013E-01,0.000000E+00,3.975013E-01,5.658462E+03,1.176486E+04
07:48:00,6.722861E-01,0.000000E+00,8.010941E-01,1.146864E+04,2.377674E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.765854E+04,3.660962E+04,6.189474E-01,0.000000E+00,6.189474E-01,8.860988E+03,1.837057E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.747217E+03,3.622324E+03,4.010298E-01,0.000000E+00,4.010298E-01,5.741232E+03,1.190270E+04,3.975013E-01,0.000000E+00,3.975013E-01,5.690716E+03,1.179797E+04
07:51:00,6.722861E-01,0.000000E+00,8.458152E-01,1.217751E+04,2.517454E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.775863E+04,3.671238E+04,6.189474E-01,0.000000E+00,6.189474E-01,8.911211E+03,1.842213E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.757120E+03,3.632491E+03,4.010298E-01,0.000000E+00,4.010298E-01,5.773772E+03,1.193611E+04,3.975013E-01,0.000000E+00,3.975013E-01,5.722970E+03,1.183109E+04
07:54:00,6.722861E-01,0.000000E+00,8.881359E-01,1.285888E+04,2.650815E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.785871E+04,3.681513E+04,6.189474E-01,0.000000E+00,6.189474E-01,8.961434E+03,1.847369E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.767023E+03,3.642658E+03,4.010298E-01,0.000000E+00,4.010298E-01,5.806313E+03,1.196952E+04,3.975013E-01,0.000000E+00,3.975013E-01,5.755224E+03,1.186420E+04
07:57:00,6.722861E-01,0.000000E+00,9.294941E-01,1.353311E+04,2.781999E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.795880E+04,3.691789E+04,6.189474E-01,0.000000E+00,6.189474E-01,9.011656E+03,1.852525E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.776926E+03,3.652825E+03,4.010298E-01,0.000000E+00,4.010298E-01,5.838853E+03,1.200293E+04,3.975013E-01,0.000000E+00,3.975013E-01,5.787479E+03,1.189731E+04
08:00:00,6.722861E-01,0.000000E+00,9.698617E-01,1.419954E+04,2.910900E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.805889E+04,3.702065E+04,6.189474E-01,0.000000E+00,6.189474E-01,9.061879E+03,1.857682E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.786829E+03,3.662993E+03,4.010298E-01,0.000000E+00,4.010298E-01,5.871394E+03,1.203633E+04,3.975013E-01,0.000000E+00,3.975013E-01,5.819733E+03,1.193043E+04
08:03:00,6.722861E-01,0.000000E+00,1.635068E+00,2.408696E+04,4.922642E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.817075E+04,3.713548E+04,6.189474E-01,0.000000E+00,6.189474E-01,9.118011E+03,1.863444E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.797897E+03,3.674355E+03,4.010298E-01,0.000000E+00,4.010298E-01,5.907762E+03,1.207367E+04,3.975013E-01,0.000000E+00,3.975013E-01,5.855782E+03,1.196744E+04
08:06:00,6.722861E-01,0.000000E+00,1.678340E+00,2.487664E+04,5.068550E+04,1.233464E+00,0.000000E+00,1.233464E+00,1.828261E+04,3.725033E+04,6.189474E-01,0.000000E+00,6.189474E-01,9.174142E+03,1.869207E+04,1.220446E-01,0.000000E+00,1.220446E-01,1.808965E+03,3.685719E+03,4.010298E-01,0.000000E+00,4.010298E-01,5.944131E+03,1.211101E+04,3.975013E-01,0.000000E+00,3.975013E-01,5.891830E+03,1.200445E+04
