Time,THERMAL ZONE 1:ATLANTA HARTSFIELD INTL AP ANN HTG WIND 99.6% CONDNS WS=>MCDB:Des Heat Load [W],THERMAL ZONE 1:ATLANTA HARTSFIELD INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:ATLANTA HARTSFIELD INTL AP ANN HTG WIND 99.6% CONDNS WS=>MCDB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:ATLANTA HARTSFIELD INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 2:ATLANTA HARTSFIELD INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2:ATLANTA HARTSFIELD INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 2:ATLANTA HARTSFIELD INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2:ATLANTA HARTSFIELD INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 3:ATLANTA HARTSFIELD INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3:ATLANTA HARTSFIELD INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 3:ATLANTA HARTSFIELD INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3:ATLANTA HARTSFIELD INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 4:ATLANTA HARTSFIELD INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4:ATLANTA HARTSFIELD INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 4:ATLANTA HARTSFIELD INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4:ATLANTA HARTSFIELD INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 5:ATLANTA HARTSFIELD INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5:ATLANTA HARTSFIELD INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 5:ATLANTA HARTSFIELD INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5:ATLANTA HARTSFIELD INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 6:ATLANTA HARTSFIELD INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 6:ATLANTA HARTSFIELD INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 6:ATLANTA HARTSFIELD INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 6:ATLANTA HARTSFIELD INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 7:ATLANTA HARTSFIELD INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 7:ATLANTA HARTSFIELD INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 7:ATLANTA HARTSFIELD INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 7:ATLANTA HARTSFIELD INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 8::Des Heat Load [W],THERMAL ZONE 8::Des Sens Cool Load [W],THERMAL ZONE 8::Des Heat Mass Flow [kg/s],THERMAL ZONE 8::Des Cool Mass Flow [kg/s]
01:00:00,9.434364E+03,0.000000E+00,1.783813E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.181373E+03,5.765266E+02,5.118300E-02,5.563916E-02,2.533778E+03,1.139212E+03,5.953872E-02,1.107833E-01,2.540102E+03,8.903086E+02,5.968894E-02,8.363698E-02,2.045184E+03,5.363067E+02,4.793894E-02,5.271329E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
02:00:00,9.930531E+03,0.000000E+00,1.872898E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.991164E+03,4.566230E+02,4.763320E-02,5.144853E-02,2.437404E+03,1.259652E+03,5.830493E-02,1.406249E-01,2.438923E+03,1.132476E+03,5.834118E-02,1.266233E-01,1.848915E+03,4.024122E+02,4.423161E-02,4.534767E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
03:00:00,1.047877E+04,0.000000E+00,1.975487E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.598394E+03,2.934584E+02,3.823168E-02,3.306705E-02,2.011572E+03,9.546846E+02,4.811439E-02,1.074380E-01,2.005052E+03,8.496167E+02,4.795843E-02,9.563018E-02,1.454741E+03,2.552984E+02,3.479567E-02,2.876141E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
04:00:00,1.066261E+04,0.000000E+00,2.010090E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.442243E+03,1.339216E+02,3.449668E-02,1.508570E-02,1.836594E+03,6.893071E+02,4.392905E-02,7.761481E-02,1.821805E+03,5.955114E+02,4.357531E-02,6.705717E-02,1.297505E+03,1.103556E+02,3.103471E-02,1.243017E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
05:00:00,1.075666E+04,0.000000E+00,2.027793E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.364962E+03,6.299453E+01,3.264820E-02,7.095291E-03,1.745694E+03,5.508064E+02,4.175484E-02,6.202920E-02,1.721722E+03,4.654137E+02,4.118146E-02,5.241284E-02,1.219348E+03,4.581060E+01,2.916530E-02,5.159560E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
06:00:00,1.081270E+04,0.000000E+00,2.038340E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.322352E+03,1.946998E+01,3.162903E-02,2.192781E-03,1.691611E+03,4.501876E+02,4.046124E-02,5.069923E-02,1.658507E+03,3.702868E+02,3.966943E-02,4.170083E-02,1.176150E+03,5.735942E+00,2.813205E-02,6.459899E-04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
07:00:00,1.084760E+04,0.000000E+00,2.044914E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.296876E+03,1.120850E+02,3.101967E-02,1.262326E-02,1.656073E+03,4.433643E+02,3.961122E-02,4.993108E-02,1.614360E+03,3.294399E+02,3.861348E-02,3.710086E-02,1.150178E+03,2.124120E+01,2.751085E-02,2.392156E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
08:00:00,1.087264E+04,0.000000E+00,2.049610E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.280663E+03,1.105556E+02,3.063188E-02,1.245125E-02,1.631053E+03,4.332900E+02,3.901278E-02,4.879772E-02,1.581392E+03,3.548979E+02,3.782494E-02,3.996790E-02,1.133458E+03,7.849989E+00,2.711091E-02,8.840535E-04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
09:00:00,1.089042E+04,5.336194E+02,2.052957E-01,3.776159E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.269672E+03,1.234573E+02,3.036898E-02,1.390466E-02,1.612363E+03,4.785262E+02,3.856573E-02,5.389331E-02,1.555790E+03,4.300077E+02,3.721257E-02,4.842662E-02,1.122111E+03,1.190001E+01,2.683950E-02,1.340162E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
10:00:00,1.090368E+04,2.547892E+03,2.055454E-01,1.784806E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.261916E+03,1.577795E+02,3.018347E-02,1.777118E-02,1.597929E+03,5.733748E+02,3.822050E-02,6.457690E-02,1.535278E+03,5.308430E+02,3.672195E-02,5.978249E-02,1.114075E+03,2.614067E+01,2.664730E-02,2.943952E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
