Time,PACKAGED ROOFTOP AIR CONDITIONER:DesPer 1:Des Heat Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 1:Des Heat Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 1:Des Cool Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 1:Des Sens Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 1:Des Tot Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 2:Des Heat Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 2:Des Heat Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 2:Des Cool Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 2:Des Sens Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 2:Des Tot Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 3:Des Heat Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 3:Des Heat Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 3:Des Cool Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 3:Des Sens Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 3:Des Tot Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 4:Des Heat Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 4:Des Heat Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 4:Des Cool Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 4:Des Sens Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 4:Des Tot Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 5:Des Heat Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 5:Des Heat Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 5:Des Cool Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 5:Des Sens Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 5:Des Tot Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 6:Des Heat Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 6:Des Heat Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 6:Des Cool Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 6:Des Sens Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 6:Des Tot Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 7:Des Heat Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 7:Des Heat Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 7:Des Cool Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 7:Des Sens Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 7:Des Tot Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER 1:DesPer 1:Des Heat Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER 1:DesPer 1:Des Heat Cap [W],PACKAGED ROOFTOP AIR CONDITIONER 1:DesPer 1:Des Cool Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER 1:DesPer 1:Des Sens Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER 1:DesPer 1:Des Tot Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER 1:DesPer 2:Des Heat Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER 1:DesPer 2:Des Heat Cap [W],PACKAGED ROOFTOP AIR CONDITIONER 1:DesPer 2:Des Cool Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER 1:DesPer 2:Des Sens Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER 1:DesPer 2:Des Tot Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER 1:DesPer 3:Des Heat Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER 1:DesPer 3:Des Heat Cap [W],PACKAGED ROOFTOP AIR CONDITIONER 1:DesPer 3:Des Cool Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER 1:DesPer 3:Des Sens Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER 1:DesPer 3:Des Tot Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER 1:DesPer 4:Des Heat Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER 1:DesPer 4:Des Heat Cap [W],PACKAGED ROOFTOP AIR CONDITIONER 1:DesPer 4:Des Cool Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER 1:DesPer 4:Des Sens Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER 1:DesPer 4:Des Tot Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER 1:DesPer 5:Des Heat Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER 1:DesPer 5:Des Heat Cap [W],PACKAGED ROOFTOP AIR CONDITIONER 1:DesPer 5:Des Cool Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER 1:DesPer 5:Des Sens Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER 1:DesPer 5:Des Tot Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER 1:DesPer 6:Des Heat Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER 1:DesPer 6:Des Heat Cap [W],PACKAGED ROOFTOP AIR CONDITIONER 1:DesPer 6:Des Cool Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER 1:DesPer 6:Des Sens Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER 1:DesPer 6:Des Tot Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER 1:DesPer 7:Des Heat Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER 1:DesPer 7:Des Heat Cap [W],PACKAGED ROOFTOP AIR CONDITIONER 1:DesPer 7:Des Cool Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER 1:DesPer 7:Des Sens Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER 1:DesPer 7:Des Tot Cool Cap [W]
01:00:00,7.203380E-02,1.010478E+03,1.272430E-01,1.692883E+03,3.644423E+03,7.203380E-02,1.524402E+03,1.272430E-01,7.850681E+02,2.656849E+03,7.203380E-02,1.234867E+03,1.272430E-01,1.296513E+03,4.507164E+03,7.203380E-02,1.242106E+03,1.272430E-01,1.283727E+03,4.457009E+03,2.487958E-01,1.157522E+04,1.272430E-01,0.000000E+00,0.000000E+00,2.253504E-01,8.378475E+03,1.272430E-01,0.000000E+00,0.000000E+00,1.841367E-01,7.882334E+03,1.272430E-01,0.000000E+00,0.000000E+00,4.028404E-02,5.650976E+02,3.481887E-01,4.632416E+03,9.972623E+03,4.028404E-02,8.525039E+02,1.889426E-01,1.165744E+03,3.945145E+03,4.028404E-02,6.905849E+02,2.556170E-01,2.604549E+03,9.054388E+03,4.028404E-02,6.946328E+02,2.509893E-01,2.532176E+03,8.791536E+03,2.183496E-01,1.015870E+04,1.272430E-01,0.000000E+00,0.000000E+00,1.534017E-01,5.703438E+03,1.272430E-01,0.000000E+00,0.000000E+00,1.967388E-01,8.421794E+03,1.272430E-01,0.000000E+00,0.000000E+00
02:00:00,7.203380E-02,1.037983E+03,1.272430E-01,1.644296E+03,3.594539E+03,7.203380E-02,1.551908E+03,1.272430E-01,7.364808E+02,2.496493E+03,7.203380E-02,1.262373E+03,1.272430E-01,1.247926E+03,4.317707E+03,7.203380E-02,1.269612E+03,1.272430E-01,1.235140E+03,4.268357E+03,2.645180E-01,1.230669E+04,1.272430E-01,0.000000E+00,0.000000E+00,2.342589E-01,8.709693E+03,1.272430E-01,0.000000E+00,0.000000E+00,1.976257E-01,8.459758E+03,1.272430E-01,0.000000E+00,0.000000E+00,4.028404E-02,5.804799E+02,4.186510E-01,5.410010E+03,1.182664E+04,4.028404E-02,8.678862E+02,2.003423E-01,1.159579E+03,3.930692E+03,4.028404E-02,7.059672E+02,3.143454E-01,3.082917E+03,1.066661E+04,4.028404E-02,7.100151E+02,3.075408E-01,2.985278E+03,1.031643E+04,2.085109E-01,9.700961E+03,1.272430E-01,0.000000E+00,0.000000E+00,1.539408E-01,5.723483E+03,1.272430E-01,0.000000E+00,0.000000E+00,1.894785E-01,8.111004E+03,1.272430E-01,0.000000E+00,0.000000E+00
03:00:00,7.203380E-02,1.058613E+03,1.272430E-01,1.607855E+03,3.557127E+03,7.203380E-02,1.572538E+03,1.272430E-01,7.000403E+02,2.377840E+03,7.203380E-02,1.283003E+03,1.272430E-01,1.211485E+03,4.177610E+03,7.203380E-02,1.290241E+03,1.272430E-01,1.198699E+03,4.128853E+03,2.734826E-01,1.272377E+04,1.272430E-01,0.000000E+00,0.000000E+00,2.445178E-01,9.091115E+03,1.272430E-01,0.000000E+00,0.000000E+00,2.072009E-01,8.869646E+03,1.272430E-01,0.000000E+00,0.000000E+00,4.028404E-02,5.920166E+02,3.046312E-01,3.849349E+03,8.516081E+03,4.028404E-02,8.794230E+02,1.530751E-01,8.421583E+02,2.860574E+03,4.028404E-02,7.175039E+02,2.464652E-01,2.346604E+03,8.091883E+03,4.028404E-02,7.215519E+02,2.426081E-01,2.285501E+03,7.872283E+03,1.691002E-01,7.867377E+03,1.272430E-01,0.000000E+00,0.000000E+00,1.192727E-01,4.434533E+03,1.272430E-01,0.000000E+00,0.000000E+00,1.515075E-01,6.485578E+03,1.272430E-01,0.000000E+00,0.000000E+00
04:00:00,7.203380E-02,1.079242E+03,1.272430E-01,1.571415E+03,3.519714E+03,7.203380E-02,1.593167E+03,1.272430E-01,6.635999E+02,2.260548E+03,7.203380E-02,1.303632E+03,1.272430E-01,1.175045E+03,4.039196E+03,7.203380E-02,1.310870E+03,1.272430E-01,1.162259E+03,3.991024E+03,2.761696E-01,1.284878E+04,1.272430E-01,0.000000E+00,0.000000E+00,2.479781E-01,9.219769E+03,1.272430E-01,0.000000E+00,0.000000E+00,2.103009E-01,9.002344E+03,1.272430E-01,0.000000E+00,0.000000E+00,4.028404E-02,6.035533E+02,2.299943E-01,2.840363E+03,6.361953E+03,4.028404E-02,8.909597E+02,1.286456E-01,6.709145E+02,2.285465E+03,4.028404E-02,7.290406E+02,1.847170E-01,1.705797E+03,5.863646E+03,4.028404E-02,7.330886E+02,1.816603E-01,1.659315E+03,5.697842E+03,1.530358E-01,7.119981E+03,1.272430E-01,0.000000E+00,0.000000E+00,1.049228E-01,3.901007E+03,1.272430E-01,0.000000E+00,0.000000E+00,1.359483E-01,5.819537E+03,1.272430E-01,0.000000E+00,0.000000E+00
05:00:00,7.203380E-02,1.092995E+03,1.272430E-01,1.547121E+03,3.494772E+03,7.203380E-02,1.606920E+03,1.272430E-01,6.393063E+02,2.183099E+03,7.203380E-02,1.317385E+03,1.272430E-01,1.150751E+03,3.947843E+03,7.203380E-02,1.324623E+03,1.272430E-01,1.137965E+03,3.900056E+03,2.781623E-01,1.294149E+04,1.272430E-01,0.000000E+00,0.000000E+00,2.497484E-01,9.285588E+03,1.272430E-01,0.000000E+00,0.000000E+00,2.118930E-01,9.070500E+03,1.272430E-01,0.000000E+00,0.000000E+00,4.028404E-02,6.112445E+02,1.952299E-01,2.373759E+03,5.362052E+03,4.028404E-02,8.986509E+02,1.272430E-01,6.393063E+02,2.183099E+03,4.028404E-02,7.367318E+02,1.532620E-01,1.386060E+03,4.755109E+03,4.028404E-02,7.407798E+02,1.506478E-01,1.347279E+03,4.617422E+03,1.447498E-01,6.734477E+03,1.272430E-01,0.000000E+00,0.000000E+00,9.753721E-02,3.626411E+03,1.272430E-01,0.000000E+00,0.000000E+00,1.278554E-01,5.473103E+03,1.272430E-01,0.000000E+00,0.000000E+00
06:00:00,7.203380E-02,1.079242E+03,1.272430E-01,1.571415E+03,3.519714E+03,7.203380E-02,1.593167E+03,1.272430E-01,6.635999E+02,2.260548E+03,7.203380E-02,1.303632E+03,1.272430E-01,1.175045E+03,4.039196E+03,7.203380E-02,1.310870E+03,1.272430E-01,1.162259E+03,3.991024E+03,2.796632E-01,1.301132E+04,1.272430E-01,0.000000E+00,0.000000E+00,2.508031E-01,9.324802E+03,1.272430E-01,0.000000E+00,0.000000E+00,2.125622E-01,9.099147E+03,1.272430E-01,0.000000E+00,0.000000E+00,4.028404E-02,6.035533E+02,1.698816E-01,2.097989E+03,4.699154E+03,4.028404E-02,8.909597E+02,1.272430E-01,6.635999E+02,2.260548E+03,4.028404E-02,7.290406E+02,1.341363E-01,1.238702E+03,4.258017E+03,4.028404E-02,7.330886E+02,1.330066E-01,1.214904E+03,4.171800E+03,1.398918E-01,6.508457E+03,1.272430E-01,0.000000E+00,0.000000E+00,9.396410E-02,3.493563E+03,1.272430E-01,0.000000E+00,0.000000E+00,1.230773E-01,5.268566E+03,1.272430E-01,0.000000E+00,0.000000E+00
07:00:00,7.203380E-02,1.031107E+03,1.272430E-01,1.656442E+03,3.607010E+03,7.203380E-02,1.545032E+03,1.272430E-01,7.486276E+02,2.536350E+03,7.203380E-02,1.255497E+03,1.272430E-01,1.260073E+03,4.364784E+03,7.203380E-02,1.262735E+03,1.272430E-01,1.247286E+03,4.315234E+03,2.806741E-01,1.305835E+04,1.272430E-01,0.000000E+00,0.000000E+00,2.514606E-01,9.349245E+03,1.272430E-01,0.000000E+00,0.000000E+00,2.135709E-01,9.142326E+03,1.272430E-01,0.000000E+00,0.000000E+00,4.028404E-02,5.766343E+02,1.637082E-01,2.131145E+03,4.640704E+03,4.028404E-02,8.640407E+02,1.272430E-01,7.486276E+02,2.536350E+03,4.028404E-02,7.021216E+02,1.337106E-01,1.324121E+03,4.586641E+03,4.028404E-02,7.061696E+02,1.327036E-01,1.300813E+03,4.500420E+03,1.367552E-01,6.362530E+03,1.272430E-01,0.000000E+00,0.000000E+00,9.158274E-02,3.405025E+03,1.272430E-01,0.000000E+00,0.000000E+00,1.199756E-01,5.135791E+03,1.272430E-01,0.000000E+00,0.000000E+00
08:00:00,7.203380E-02,9.142072E+02,1.272430E-01,1.862938E+03,3.819017E+03,7.203380E-02,1.428132E+03,1.272430E-01,9.551235E+02,3.238176E+03,7.203380E-02,1.138597E+03,1.272430E-01,1.466569E+03,5.195089E+03,7.203380E-02,1.145835E+03,1.272430E-01,1.453782E+03,4.684996E+03,2.813754E-01,1.309098E+04,1.272430E-01,0.000000E+00,0.000000E+00,2.519301E-01,9.366703E+03,1.272430E-01,0.000000E+00,0.000000E+00,2.141473E-01,9.167000E+03,1.272430E-01,0.000000E+00,0.000000E+00,4.028404E-02,5.112595E+02,1.657020E-01,2.426008E+03,4.973307E+03,4.028404E-02,7.986658E+02,1.272430E-01,9.551235E+02,3.238176E+03,4.028404E-02,6.367468E+02,1.321086E-01,1.522648E+03,5.393741E+03,4.028404E-02,6.407947E+02,1.311229E-01,1.498111E+03,4.827849E+03,1.345805E-01,6.261352E+03,1.272430E-01,0.000000E+00,0.000000E+00,8.988149E-02,3.341773E+03,1.272430E-01,0.000000E+00,0.000000E+00,1.178179E-01,5.043427E+03,1.272430E-01,0.000000E+00,0.000000E+00
09:00:00,7.203380E-02,7.835545E+02,1.388581E-01,2.284849E+03,4.426202E+03,7.203380E-02,1.297479E+03,1.272430E-01,1.185913E+03,4.080303E+03,7.203380E-02,1.007944E+03,1.272430E-01,1.697358E+03,6.194442E+03,7.203380E-02,1.015183E+03,1.272430E-01,1.684572E+03,4.923638E+03,2.817735E-01,1.310950E+04,1.272430E-01,0.000000E+00,0.000000E+00,2.522648E-01,9.379149E+03,1.272430E-01,0.000000E+00,0.000000E+00,2.146254E-01,9.187466E+03,1.272430E-01,0.000000E+00,0.000000E+00,4.028404E-02,4.381935E+02,1.812894E-01,2.983038E+03,5.778731E+03,4.028404E-02,7.255999E+02,1.272430E-01,1.185913E+03,4.080303E+03,4.028404E-02,5.636808E+02,1.397630E-01,1.864369E+03,6.803941E+03,4.028404E-02,5.677288E+02,1.376596E-01,1.822477E+03,5.326704E+03,1.329868E-01,6.187203E+03,1.272430E-01,0.000000E+00,0.000000E+00,8.860139E-02,3.294179E+03,1.272430E-01,0.000000E+00,0.000000E+00,1.162288E-01,4.975403E+03,1.272430E-01,0.000000E+00,0.000000E+00
10:00:00,7.203380E-02,6.666546E+02,3.006849E-01,5.435604E+03,1.008554E+04,7.203380E-02,1.180580E+03,1.272430E-01,1.392409E+03,4.779031E+03,7.203380E-02,8.910444E+02,1.272430E-01,1.903854E+03,7.158391E+03,7.203380E-02,8.982828E+02,1.272430E-01,1.891068E+03,5.137161E+03,2.821243E-01,1.312582E+04,1.272430E-01,0.000000E+00,0.000000E+00,2.525146E-01,9.388433E+03,1.272430E-01,0.000000E+00,0.000000E+00,2.149768E-01,9.202507E+03,1.272430E-01,0.000000E+00,0.000000E+00,4.028404E-02,3.728187E+02,2.066348E-01,3.735421E+03,6.930919E+03,4.028404E-02,6.602250E+02,1.272430E-01,1.392409E+03,4.779031E+03,4.028404E-02,4.983060E+02,1.635734E-01,2.447442E+03,9.202253E+03,4.028404E-02,5.023539E+02,1.613383E-01,2.397787E+03,6.513684E+03,1.317732E-01,6.130742E+03,1.272430E-01,0.000000E+00,0.000000E+00,8.760647E-02,3.257188E+03,1.272430E-01,0.000000E+00,0.000000E+00,1.150141E-01,4.923404E+03,1.272430E-01,0.000000E+00,0.000000E+00
